SSPxxy,"Set Speaker Profile to # y for profile 1 (y=1), profile 2 (y=2), profile 3 (y=3) and profile 4 (y=4) for the Input # xx (xx=00-ZZ where ZZ is the number of active input configurations, 00= the current input).",SSPxx? returns SSPxxy,yes,
SPNy?,"Query the Speaker Profile name of the specified profile # y for profile 1 (y=1), profile 2 (y=2), profile 3 (y=3) and profile 4 (y=4)",SPNy? Returns SNPyzzzzzzzz where zzzzzzzz= Profile Name in ASCII as set in the setup menu,,
comment,System power control,,,
ZxPOWy,"Power. x=zone: 0 (all), 1 (main), 2 (where applicable), 3 (where applicable).  y: 0=off, 1=on.  When unit is in ECO standby mode (see product manual), it may be necessary to send the power-on command twice. Ex:""Z0POW1;Z0POW1;"". The first instance is the wake-up from low-power state. Note that Zx=Z0 applies only to power command.",ZxPOW? returns ZxPOWy,yes,
comment,"From this point ""Zx"" at the beginning of a command represents zone selection as above.",,,
ICN?,Query number of active input configurations that the system supports,"returns ICNyy e.g. ""ICN9"" for a system with 9 active inputs",yes,
ISNyy?,Query the short input name of the input yy=01-ZZ. ,returns 'ISNyyzzzz' where 'zzzz'= Input name as set in the setup menu. Maximum length of the short input name is 8 ASCII characters.,yes,
ILNyy?,Query the long input name of the input yy=01-ZZ.,returns 'ILNyyzzzz' where 'zzzz'= Input name as set in the setup menu. Maximum length of the long input name is 16 ASCII characters (not applicable to MRX x10).,yes,
ZxINPyy,Input Select: yy=01-ZZ. Where ZZ is the number of active input configurations for the specified zone. Eg: 'Z1INP9' would select the 9th input in the main zone. When selecting an input that has no input connector assigned to Z2 the MRX x10 will silently ignore the input select command.,"ZxINP? returns ZxINPyy  e.g. ""Z1INP10"".",yes,
ZxVUPyy,"Volume up: y=dB step: 0 to 10, m=minimum according to model. Entry is rounded to nearest valid value",,,
ZxVDNyy,"Volume down: y=dB step: 0 to 10, m=minimum according to model. Entry is rounded to nearest valid value.",,,
ZxVOLsyy,"Volume setting: s=sign: +/-, yy=value.  Example: Z1VOL-35 represents main zone volume set to -35 dB.  Entry is rounded to nearest valid value.",ZxVOL? returns ZxVOLsyy,yes,
ZxMUTy,"Mute: 0=unmute, 1=mute, t=toggle",ZxMUT? returns ZxMUTy (y=0-1),yes,
ZxARCy,"Turn ARC (Anthem Room Correction) off (y=0) or on (y=1) for the specified zone (currently ARC is only available on the Main zone, x=1)",ZxARC? returns ZxARCy (y=0-1),yes,
comment,"Balance, level, and tone commands below do not pertain to system setup, they are on-the-fly adjustments meant to compensate for source material anomalies.  For system setup, use the setup menu in the preamp/receiver, and Anthem Room Correction.",,,
Z1BLTyyy,"Balance all channels to left: y= %: 0 to 100, m=minimum according to model. Entry is rounded to nearest valid value.",,,
Z1BRTyyy,"Balance all channels to right: y= %: 0 to 100, m=minimum according to model. Entry is rounded to nearest valid value.",,,
Z1BALyyy,Balance setting: yyy=% 0 to 100. Example: Z1BAL100 represents balance completely to the right. Z1BAL0 represents balance completely to the left. Z1BAL50 is balance in the middle. Entry is rounded to nearest valid value.,Z1BAL? returns Z1BALyyy,yes,
Z1LUPyzz,"Level up: y=channels: 0=subs, 1=fronts, 2=center, 3=surrounds, 4=backs, 5=LFE, 6=Heights1, 7=Heights2.  y=dB step: 0 to 10, m=minimum according to model",,,
Z1LDNyzz,"Level down: y=channels: 0=subs, 1=fronts, 2=center, 3=surrounds, 4=backs, 5=LFE, 6=Heights1, 7=Heights2. y=dB step: 0 to 10, m=minimum according to model",,,
Z1LEVyszz,"Level setting: y=Channels: 0=subs, 1=fronts, 2=center, 3=surrounds, 4=backs, 5=LFE, 6=Heights1, 7=Heights2. s=sign: +/-, zz=value.  Example: Z1LEV1+01 represents fronts boosted by 1 dB.  Entry is rounded to nearest valid value. Subs, fronts, center, surrounds, backs have range -10 dB to +10 dB. LFE has range -10 dB to 0 dB.",Z1LEVy? returns Z1LEVyszz,yes,
Z1TUPyzz,"Tone up: y=0 bass, 1 treble, zz=dB step: 0 to 10, m=minimum according to model.",,,
Z1TDNyzz,"Tone down: y=0 bass, 1 treble, zz=dB step: 0 to 10, m=minimum according to model.",,,
Z1TONyszz,"Tone setting: y=0 bass, 1 treble.  s=sign: +/-, zz=value.  Example: Z1TON0-01 represents a bass cut by 1 dB.",Z1TONy? returns Z1TONyszz,yes,
comment,Tuner commands,,,
T1TUP,Tune up,,,
T1TDN,Tune down,,,
T1KUP,Seek up,,,
T1KDN,Seek down,,,
T1PUP,Select the next available preset,,,
T1PDN,Select the previous available preset,,,
T1FMSxxx.xx,Tuner FM setting: 87.50-108.00. Picks nearest valid frequency.,T1FMS? Returns T1FMSxxx.xx,yes,
ZxTBS?,Query tuner status,"returns ZxTBSy where
x=1 Main Zone
x=2 Zone2
y=0 Not on Tuner
y=1 Tuner on FM",,
T1PSAxx,Assign the current station to preset xx (01-30),T1PSA? returns T1PSAyy (yy=00-30). 00=current station not assigned to a preset,yes,
T1PSLxx,Tuner preset xx select (xx=01-30),,,
T1PRMxx,Remove the preset xx. xx=00-30. 00=current station is removed from all presets,,,
comment,Status / Runtime commands,,,
ZxSIMyyyy,Simulate IR command. yyyy=IR command as listed at the bottom of this document.,,,
Z1MSGxyyyy,"Display custom on-screen status message for duration of display timeout: x=row 0-1, yyyy=message (number of characters and rows available depends on model)",,,
Z1SMDx,"Setup menu display: 0=close, 1=open, t=toggle",Z1SMD? returns Z1SMDx (x=0-1),yes,
Z1VIR?,"Query video input resolution: 0=no input, 1=other, 2=1080p60, 3=1080p50, 4=1080p24, 5=1080i60, 6=1080i50, 7=720p60, 8=720p50, 9=576p50, 10=576i50, 11=480p60, 12=480i60, 13=3D, 14=4k",returns Z1VIRxx,yes,
Z1IRH?,Query active horizontal video resolution (in pixels),return Z1IRHxxxx,yes,
Z1IRV?,Query active vertical video resolution (in pixels/lines),return Z1IRVxxxx,yes,
Z1AIC?,"Query audio input channels: 0=no input, 1=other, 2=mono (center channel only), 3=2-channel, 4=5.1-channel, 5=6.1-channel, 6=7.1-channel, 7=Atmos",returns Z1AICx,yes,
Z1AIF?,"Query audio input format: 0=no input, 1=Analog, 2=PCM, 3=Dolby, 4= DSD, 5=DTS, 6=Atmos.
Not all models support all formats (ex: DSD).",Returns Z1AIFxx,yes,
Z1BRT?,Query audio input bit rate (kbps). For Analog/PCM inputs this is equal to the sample rate multiplied by the bit depth and the number of channels,"returns Z1BRTxxxx, 0=analog ",yes,
Z1SRT?,Query audio input sampling rate (kHz),"returns Z1SRTxxx, 0=analog direct",yes,
Z1AIN?,Query the current audio input name (maximum of 16 characters returned),Returns Z1AINx. Ex: Current audio input format is DTS Master Audio. 'Z1AIN?' Returns 'Z1AINDTS Master Audio',yes,
Z1AIR?,Query the current audio input rate name (maximum of 16 characters returned).,"Returns Z1AIRx. For lossy input formats, returns the bit rate (ex 'Z1AIR384 kbps'). For lossless audio, analog audio, or PCM audio inputs it returns the sample rate (ex: Z1AIR48 kHz).",yes,
Z1ALMyy,"Audio Listening Mode: 00=None, 01=AnthemLogic-Movie, 02=AnthemLogic-Music, 03=PLIIx Movie, 04=PLIIx Music, 05=Neo:6 Cinema, 06=Neo:6 Music, 07=All Channel Stereo*, 08=All-Channel Mono*, 09=Mono*, 10=Mono-Academy*, 11=Mono(L)*, 12=Mono(R)*, 13=High Blend*, 14=Dolby Surround, 15=Neo:X-Cinema, 16=Neo:X-Music, na=cycle to next applicable, pa=cycle to previous applicable.  *Applicable to 2-channel source only. Some options are not available in all models or under all circumstances.",Z1ALM? returns Z1ALMyy,yes,
Z1WCU,"Dolby PLIIx Music center width up.  Applicable only when PLIIx Music is selected for 2-channel source.
MRX 520 only",,,
Z1WCD,"Dolby PLIIx Music center width down.  Applicable only when PLIIx Music is selected for 2-channel source.
MRX 520 only",,,
Z1WSTy,"Dolby PLIIx Music center width setting: y=0-7.  Applicable only when PLIIx Music is selected for 2-channel source.
MRX 520 only",Z1WST? returns Z1WSTy (y=0-7),yes,
Z1DIU,"Dolby PLIIx Music Dimension up.  Applicable only when PLIIx Music is selected for 2-channel source.
MRX 520 only",,,
Z1DID,"Dolby PLIIx Music Dimension down.  Applicable only when PLIIx Music is selected for 2-channel source.
MRX 520 only",,,
Z1DSTy,"Dolby PLIIx Music Dimension setting: y=0-6.  Applicable only when PLIIx Music is selected for 2-channel source.
MRX 520 only",Z1DST? returns Z1DSTy (y=0-6),yes,
Z1PSTy,"Dolby PLIIx Music Panorama. y=0 off, y=1 on.  Applicable only when PLIIx Music is selected for 2-channel source.
MRX 520 only",Z1PST? returns Z1PSTy (y=0-1),yes,
Z1DYNy,"Dolby Digital Dynamic Range (Dolby Digital 5.1 source): 0=Normal, 1=Reduced, 2=Late Night, n=cycle to next",Z1DYN? returns Z1DYNy (y=0-2),yes,
Z1DIA?,Query Dolby Digital dialog normalization,"returns DIAx where x is dB of normalization, n=not applicable",yes,
comment,Trigger commands,,,
RxCTLy,"Trigger control. x=trigger # 0=trigger 1, 1=trigger 2, y=0 menu control, y=1 RS-232/IP",RxCTL? Returns RxCTLy,,
RxSETy,"Trigger set: x: 0=trigger 1, 1=trigger 2.  y: 0=off, 1=on. Only available if trigger control has been set to RS-232/IP for the specified trigger",RxSET? returns RxSETy,yes,
,,,,
Sample Command Strings,,,,
"To send a power-on command, send ""Z1POW1;"" using the semi-colon "";"" command separator/terminator.",,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Notes:,,,,
1. Successful serial commands return ';' after the action is completed.,,,,
"2. When a recognized command cannot be executed ""!E<OriginalCommand>"" is returned. Ex: trigger control is set to Menu, and ""R1SET1;"" is sent on the serial port, then the system would return ""!ER1SET1<LF>"". Ex2: no tuner preset assigned for preset #03 and ""T1PSL03<LF>"" is sent then the system would return ""!ET1PSL03<LF>""",,,,
"3. Out-of-range parameters return the message ""!R<OriginalCommand>"". Ex: 'Z1VOL+50;' would result in a response: '!RZ1VOL+50;'",,,,
"4. Invalid commands return the message ""!I<OriginalCommand>"". Ex 'HELLO;' would result in a response '!IHELLO;'",,,,
"5. Receiving a command for a zone when the zone is off (but the system is not in standby), returns the message ""!Z<OriginalMessage>"".",,,,
"6. Ony a few commands are valid when the system is in standby 'IDM?', 'ZxPOWy', 'ZxPOW?'. All other commands are considered 'Invalid'.",,,,
7. Maximum command length is 256 bytes including the terminator. Maximum response length is 258 bytes.,,,,
8. Average command processing latency must be less than 30 ms.,,,,
9. Individual commands have a maximum processing latency of 100 ms.,,,,
10. Systems that communicate over RS232 should wait for at least 1 s for a response before retransmision,,,,
"11. When Standby IP Control is disabled in setup menu (this saves energy), the unit can still be powered on serially but power-on command must be sent twice - wait for semicolon response before sending power-on command the second time (around 1s). To avoid having to send power-on command twice, enable Standby IP Control via SIPx command.",,,,
,,,,
RS-232 Pin Configuration:,,,,
2 - Tx,,,,
3 - Rx,,,,
5 - Ground,,,,
,,,,
RS-232 Cable:,,,,
Straight-wired DB9 is used for PC connection.,,,,
,,,,
Factory Default Communication Settings:,,,,
Baud rate - 115200,,,,
Data bits - 8,,,,
Parity - None,,,,
Stop Bit - 1,,,,
Flow Control - None,,,,
,,,,
Simulated IR Command values for ZxSIMyyyy (use 0 to fill in blanks Ex: Key 1 = 0001),,,,
yyyy,Main Zone IR Key,,,
0,Key 0,,,
1,Key 1,,,
2,Key 2,,,
3,Key 3,,,
4,Key 4,,,
5,Key 5,,,
6,Key 6,,,
7,Key 7,,,
8,Key 8,,,
9,Key 9,,,
10,Power On,,,
11,Power Off,,,
12,Setup,,,
13,Input,,,
14,Mode,,,
15,Dim,,,
16,Level,,,
17,Info,,,
18,Up,,,
19,Down,,,
20,Left,,,
21,Right,,,
22,Select,,,
23,Page Up,,,
24,Page Down,,,
25,Volume Up,,,
26,Volume Down,,,
27,Mute Toggle,,,
28,Last,,,
29,Tone,,,
30,Bass,,,
31,Treble,,,
32,Lip Sync,,,
33,Balance,,,
34,Dynamics,,,
35,Clear,,,
36,Preset,,,
,,,,
Simulated IR Command values,,,,
yyyy,Zone 2 IR Key,,,
10,Zone 2 On,,,
11,Zone 2 Off,,,
13,Zone 2 Input,,,
23,Zone 2 Next Preset,,,
24,Zone 2 Previous Preset,,,
25,Zone 2 Volume Up,,,
26,Zone 2 Volume Down,,,
27,Zone 2 Mute Toggle,,,
